Year,Period,Consumer Price Index,Over-the-Year Percent Change,CPI_MOM,Dates
2001,July,177.5,2.70%,-0.30%,01-07-2001
2001,August,177.5,2.70%,0.00%,01-08-2001
2001,September,178.3,2.60%,0.50%,01-09-2001
2001,October,177.7,2.10%,-0.30%,01-10-2001
2001,November,177.4,1.90%,-0.20%,01-11-2001
2001,December,176.7,1.60%,-0.40%,01-12-2001
2002,January,177.1,1.10%,0.20%,01-01-2002
2002,February,177.8,1.10%,0.40%,01-02-2002
2002,March,178.8,1.50%,0.60%,01-03-2002
2002,April,179.8,1.60%,0.60%,01-04-2002
2002,May,179.8,1.20%,0.00%,01-05-2002
2002,June,179.9,1.10%,0.10%,01-06-2002
2002,July,180.1,1.50%,0.10%,01-07-2002
2002,August,180.7,1.80%,0.30%,01-08-2002
2002,September,181,1.50%,0.20%,01-09-2002
2002,October,181.3,2.00%,0.20%,01-10-2002
2002,November,181.3,2.20%,0.00%,01-11-2002
2002,December,180.9,2.40%,-0.20%,01-12-2002
2003,January,181.7,2.60%,0.40%,01-01-2003
2003,February,183.1,3.00%,0.80%,01-02-2003
2003,March,184.2,3.00%,0.60%,01-03-2003
2003,April,183.8,2.20%,-0.20%,01-04-2003
2003,May,183.5,2.10%,-0.20%,01-05-2003
2003,June,183.7,2.10%,0.10%,01-06-2003
2003,July,183.9,2.10%,0.10%,01-07-2003
2003,August,184.6,2.20%,0.40%,01-08-2003
2003,September,185.2,2.30%,0.30%,01-09-2003
2003,October,185,2.00%,-0.10%,01-10-2003
2003,November,184.5,1.80%,-0.30%,01-11-2003
2003,December,184.3,1.90%,-0.10%,01-12-2003
2004,January,185.2,1.90%,0.50%,01-01-2004
2004,February,186.2,1.70%,0.50%,01-02-2004
2004,March,187.4,1.70%,0.60%,01-03-2004
2004,April,188,2.30%,0.30%,01-04-2004
2004,May,189.1,3.10%,0.60%,01-05-2004
2004,June,189.7,3.30%,0.30%,01-06-2004
2004,July,189.4,3.00%,-0.20%,01-07-2004
2004,August,189.5,2.70%,0.10%,01-08-2004
2004,September,189.9,2.50%,0.20%,01-09-2004
2004,October,190.9,3.20%,0.50%,01-10-2004
2004,November,191,3.50%,0.10%,01-11-2004
2004,December,190.3,3.30%,-0.40%,01-12-2004
2005,January,190.7,3.00%,0.20%,01-01-2005
2005,February,191.8,3.00%,0.60%,01-02-2005
2005,March,193.3,3.10%,0.80%,01-03-2005
2005,April,194.6,3.50%,0.70%,01-04-2005
2005,May,194.4,2.80%,-0.10%,01-05-2005
2005,June,194.5,2.50%,0.10%,01-06-2005
2005,July,195.4,3.20%,0.50%,01-07-2005
2005,August,196.4,3.60%,0.50%,01-08-2005
2005,September,198.8,4.70%,1.20%,01-09-2005
2005,October,199.2,4.30%,0.20%,01-10-2005
2005,November,197.6,3.50%,-0.80%,01-11-2005
2005,December,196.8,3.40%,-0.40%,01-12-2005
2006,January,198.3,4.00%,0.80%,01-01-2006
2006,February,198.7,3.60%,0.20%,01-02-2006
2006,March,199.8,3.40%,0.60%,01-03-2006
2006,April,201.5,3.50%,0.90%,01-04-2006
2006,May,202.5,4.20%,0.50%,01-05-2006
2006,June,202.9,4.30%,0.20%,01-06-2006
2006,July,203.5,4.10%,0.30%,01-07-2006
2006,August,203.9,3.80%,0.20%,01-08-2006
2006,September,202.9,2.10%,-0.50%,01-09-2006
2006,October,201.8,1.30%,-0.50%,01-10-2006
2006,November,201.5,2.00%,-0.10%,01-11-2006
2006,December,201.8,2.50%,0.10%,01-12-2006
2007,January,202.4,2.10%,0.30%,01-01-2007
2007,February,203.5,2.40%,0.50%,01-02-2007
2007,March,205.4,2.80%,0.90%,01-03-2007
2007,April,206.7,2.60%,0.60%,01-04-2007
2007,May,207.9,2.70%,0.60%,01-05-2007
2007,June,208.4,2.70%,0.20%,01-06-2007
2007,July,208.3,2.40%,0.00%,01-07-2007
2007,August,207.9,2.00%,-0.20%,01-08-2007
2007,September,208.5,2.80%,0.30%,01-09-2007
2007,October,208.9,3.50%,0.20%,01-10-2007
2007,November,210.2,4.30%,0.60%,01-11-2007
2007,December,210,4.10%,-0.10%,01-12-2007
2008,January,211.1,4.30%,0.50%,01-01-2008
2008,February,211.7,4.00%,0.30%,01-02-2008
2008,March,213.5,4.00%,0.90%,01-03-2008
2008,April,214.8,3.90%,0.60%,01-04-2008
2008,May,216.6,4.20%,0.80%,01-05-2008
2008,June,218.8,5.00%,1.00%,01-06-2008
2008,July,220,5.60%,0.50%,01-07-2008
2008,August,219.1,5.40%,-0.40%,01-08-2008
2008,September,218.8,4.90%,-0.10%,01-09-2008
2008,October,216.6,3.70%,-1.00%,01-10-2008
2008,November,212.4,1.10%,-1.90%,01-11-2008
2008,December,210.2,0.10%,-1.00%,01-12-2008
2009,January,211.1,0.00%,0.40%,01-01-2009
2009,February,212.2,0.20%,0.50%,01-02-2009
2009,March,212.7,-0.40%,0.20%,01-03-2009
2009,April,213.2,-0.70%,0.20%,01-04-2009
2009,May,213.9,-1.30%,0.30%,01-05-2009
2009,June,215.7,-1.40%,0.90%,01-06-2009
2009,July,215.4,-2.10%,-0.20%,01-07-2009
2009,August,215.8,-1.50%,0.20%,01-08-2009
2009,September,216,-1.30%,0.10%,01-09-2009
2009,October,216.2,-0.20%,0.10%,01-10-2009
2009,November,216.3,1.80%,0.10%,01-11-2009
2009,December,215.9,2.70%,-0.20%,01-12-2009
2010,January,216.7,2.60%,0.30%,01-01-2010
2010,February,216.7,2.10%,0.00%,01-02-2010
2010,March,217.6,2.30%,0.40%,01-03-2010
2010,April,218,2.20%,0.20%,01-04-2010
2010,May,218.2,2.00%,0.10%,01-05-2010
2010,June,218,1.10%,-0.10%,01-06-2010
2010,July,218,1.20%,0.00%,01-07-2010
2010,August,218.3,1.10%,0.10%,01-08-2010
2010,September,218.4,1.10%,0.10%,01-09-2010
2010,October,218.7,1.20%,0.10%,01-10-2010
2010,November,218.8,1.10%,0.00%,01-11-2010
2010,December,219.2,1.50%,0.20%,01-12-2010
2011,January,220.2,1.60%,0.50%,01-01-2011
2011,February,221.3,2.10%,0.50%,01-02-2011
2011,March,223.5,2.70%,1.00%,01-03-2011
2011,April,224.9,3.20%,0.60%,01-04-2011
2011,May,226,3.60%,0.50%,01-05-2011
2011,June,225.7,3.60%,-0.10%,01-06-2011
2011,July,225.9,3.60%,0.00%,01-07-2011
2011,August,226.5,3.80%,0.30%,01-08-2011
2011,September,226.9,3.90%,0.20%,01-09-2011
2011,October,226.4,3.50%,-0.20%,01-10-2011
2011,November,226.2,3.40%,0.00%,01-11-2011
2011,December,225.7,3.00%,-0.20%,01-12-2011
2012,January,226.7,2.90%,0.40%,01-01-2012
2012,February,227.7,2.90%,0.40%,01-02-2012
2012,March,229.4,2.70%,0.80%,01-03-2012
2012,April,230.1,2.30%,0.30%,01-04-2012
2012,May,229.8,1.70%,-0.10%,01-05-2012
2012,June,229.5,1.70%,-0.10%,01-06-2012
2012,July,229.1,1.40%,-0.20%,01-07-2012
2012,August,230.4,1.70%,0.60%,01-08-2012
2012,September,231.4,2.00%,0.40%,01-09-2012
2012,October,231.3,2.20%,0.00%,01-10-2012
2012,November,230.2,1.80%,-0.50%,01-11-2012
2012,December,229.6,1.70%,-0.30%,01-12-2012
2013,January,230.3,1.60%,0.30%,01-01-2013
2013,February,232.2,2.00%,0.80%,01-02-2013
2013,March,232.8,1.50%,0.30%,01-03-2013
2013,April,232.5,1.10%,-0.10%,01-04-2013
2013,May,232.9,1.40%,0.20%,01-05-2013
2013,June,233.5,1.80%,0.20%,01-06-2013
2013,July,233.6,2.00%,0.00%,01-07-2013
2013,August,233.9,1.50%,0.10%,01-08-2013
2013,September,234.1,1.20%,0.10%,01-09-2013
2013,October,233.5,1.00%,-0.30%,01-10-2013
2013,November,233.1,1.20%,-0.20%,01-11-2013
2013,December,233,1.50%,0.00%,01-12-2013
2014,January,233.9,1.60%,0.40%,01-01-2014
2014,February,234.8,1.10%,0.40%,01-02-2014
2014,March,236.3,1.50%,0.60%,01-03-2014
2014,April,237.1,2.00%,0.30%,01-04-2014
2014,May,237.9,2.10%,0.30%,01-05-2014
2014,June,238.3,2.10%,0.20%,01-06-2014
2014,July,238.3,2.00%,0.00%,01-07-2014
2014,August,237.9,1.70%,-0.20%,01-08-2014
2014,September,238,1.70%,0.10%,01-09-2014
2014,October,237.4,1.70%,-0.30%,01-10-2014
2014,November,236.2,1.30%,-0.50%,01-11-2014
2014,December,234.8,0.80%,-0.60%,01-12-2014
2015,January,233.7,0.00%,-0.50%,01-01-2015
2015,February,234.7,0.00%,0.40%,01-02-2015
2015,March,236.1,-0.10%,0.60%,01-03-2015
2015,April,236.6,-0.20%,0.20%,01-04-2015
2015,May,237.8,0.00%,0.50%,01-05-2015
2015,June,238.6,0.10%,0.40%,01-06-2015
2015,July,238.7,0.20%,0.00%,01-07-2015
2015,August,238.3,0.20%,-0.10%,01-08-2015
2015,September,237.9,0.00%,-0.20%,01-09-2015
2015,October,237.8,0.20%,0.00%,01-10-2015
2015,November,237.3,0.50%,-0.20%,01-11-2015
2015,December,236.5,0.70%,-0.30%,01-12-2015
2016,January,236.9,1.40%,0.20%,01-01-2016
2016,February,237.1,1.00%,0.10%,01-02-2016
2016,March,238.1,0.90%,0.40%,01-03-2016
2016,April,239.3,1.10%,0.50%,01-04-2016
2016,May,240.2,1.00%,0.40%,01-05-2016
2016,June,241,1.00%,0.30%,01-06-2016
2016,July,240.6,0.80%,-0.20%,01-07-2016
2016,August,240.9,1.10%,0.10%,01-08-2016
2016,September,241.4,1.50%,0.20%,01-09-2016
2016,October,241.7,1.60%,0.10%,01-10-2016
2016,November,241.4,1.70%,-0.20%,01-11-2016
2016,December,241.4,2.10%,0.00%,01-12-2016
2017,January,242.8,2.50%,0.60%,01-01-2017
2017,February,243.6,2.70%,0.30%,01-02-2017
2017,March,243.8,2.40%,0.10%,01-03-2017
2017,April,236.9,2.50%,0.60%,01-04-2017
2017,May,244.7,1.90%,0.10%,01-05-2017
2017,June,245,1.60%,0.10%,01-06-2017
2017,July,244.8,1.70%,-0.10%,01-07-2017
2017,August,245.5,1.90%,0.30%,01-08-2017
2017,September,246.8,2.20%,0.50%,01-09-2017
2017,October,246.7,2.00%,-0.10%,01-10-2017
2017,November,246.7,2.20%,0.00%,01-11-2017
2017,December,246.5,2.10%,-0.10%,01-12-2017
2018,January,247.9,2.10%,0.50%,01-01-2018
2018,February,249,2.20%,0.50%,01-02-2018
2018,March,249.6,2.40%,0.20%,01-03-2018
2018,April,250.5,2.50%,0.40%,01-04-2018
2018,May,251.6,2.80%,0.40%,01-05-2018
2018,June,252,2.90%,0.20%,01-06-2018
2018,July,252,2.90%,0.00%,01-07-2018
2018,August,252.1,2.70%,0.10%,01-08-2018
2018,September,252.4,2.30%,0.10%,01-09-2018
2018,October,252.9,2.50%,0.20%,01-10-2018
2018,November,252,2.20%,-0.30%,01-11-2018
2018,December,251.2,1.90%,-0.30%,01-12-2018
2019,January,251.7,1.60%,0.20%,01-01-2019
2019,February,252.8,1.50%,0.40%,01-02-2019
2019,March,254.2,1.90%,0.60%,01-03-2019
2019,April,255.5,2.00%,0.50%,01-04-2019
2019,May,256.1,1.80%,0.20%,01-05-2019
2019,June,256.1,1.60%,0.00%,01-06-2019
2019,July,256.6,1.80%,0.20%,01-07-2019
2019,August,256.6,1.70%,0.00%,01-08-2019
2019,September,256.8,1.70%,0.10%,01-09-2019
2019,October,257.3,1.80%,0.20%,01-10-2019
2019,November,257.2,2.10%,-0.10%,01-11-2019
2019,December,257,2.30%,-0.10%,01-12-2019
2020,January,258,2.50%,0.40%,01-01-2020
2020,February,258.7,2.30%,0.30%,01-02-2020
2020,March,258.1,1.50%,-0.20%,01-03-2020
2020,April,256.4,0.30%,-0.70%,01-04-2020
2020,May,256.4,0.10%,0.00%,01-05-2020
2020,June,257.8,0.60%,0.50%,01-06-2020
2020,July,259.1,1.00%,0.50%,01-07-2020
2020,August,259.9,1.30%,0.30%,01-08-2020
2020,September,260.3,1.40%,0.10%,01-09-2020
2020,October,260.4,1.20%,0.00%,01-10-2020
2020,November,260.2,1.20%,-0.10%,01-11-2020
2020,December,260.5,1.40%,0.10%,01-12-2020
2021,January,261.6,1.40%,0.40%,01-01-2021
2021,February,263,1.70%,0.50%,01-02-2021
2021,March,264.9,2.60%,0.70%,01-03-2021
2021,April,267.1,4.20%,0.80%,01-04-2021
2021,May,269.2,5.00%,0.80%,01-05-2021
2021,June,271.7,5.40%,0.90%,01-06-2021
2021,July,273,5.40%,0.50%,01-07-2021
2021,August,273.6,5.30%,0.20%,01-08-2021
2021,September,273.6,5.30%,0.20%,01-09-2021
2021,October,276.6,6.20%,0.80%,01-10-2021
2021,November,277.9,6.80%,0.50%,01-11-2021
2021,December,278.8,7.00%,0.30%,01-12-2021
2022,January,281.1,7.50%,0.80%,01-01-2022
2022,February,283.7,7.90%,0.90%,01-02-2022
2022,March,287.5,8.50%,1.30%,01-03-2022
2022,April,289.1,8.30%,0.60%,01-04-2022
2022,May,292.3,8.60%,1.10%,01-05-2022
2022,June,296.3,9.10%,1.40%,01-06-2022
2022,July,296.3,8.50%,0.00%,01-07-2022
2022,August,296.2,8.30%,0.00%,01-08-2022
2022,September,296.8,8.20%,0.20%,01-09-2022
2022,October,298,7.70%,0.40%,01-10-2022
2022,November,297.7,7.10%,-0.10%,01-11-2022
2022,December,296.8,6.50%,-0.30%,01-12-2022
2023,January,299.2,6.40%,0.80%,01-01-2023
2023,February,300.8,6.00%,0.60%,01-02-2023
2023,March,301.8,5.00%,0.30%,01-03-2023
2023,April,303.4,4.90%,0.50%,01-04-2023
2023,May,304.1,4.00%,0.30%,01-05-2023
2023,June,305.1,3.00%,0.30%,01-06-2023
2023,July,305.7,3.20%,0.20%,01-07-2023
2023,August,307,3.70%,0.40%,01-08-2023
2023,September,307.8,3.70%,0.20%,01-09-2023
2023,October,307.7,3.20%,0.00%,01-10-2023
2023,November,307.1,3.10%,-0.20%,01-11-2023
2023,December,306.7,3.40%,-0.10%,01-12-2023
2024,January,308.4,3.10%,0.50%,01-01-2024
2024,February,310.3,3.20%,0.60%,01-02-2024
2024,March,312.3,3.50%,0.60%,01-03-2024
2024,April,313.5,3.40%,0.40%,01-04-2024
Source: US Bureau of Labor Statistics,,,,,
